"osm_id","name","osm_key","osm_value","category","addr:street","addr:housenumber","addr:city","addr:postcode","addr:state","phone","contact:phone","website","contact:website","opening_hours"
"438715661","The Ivy House","amenity","bar","traditional","Washington Avenue","2811","Houston","77007","TX","+18328667115",NA,NA,NA,"Th-Sa 13:00-02:00"
"438716137","Betelgeuse Betelgeuse","amenity","bar","traditional","Washington Avenue","2101","Houston","77007","TX","+1 713 640 5220",NA,"http://www.betelgeusehou.com/",NA,"Mo-Th 16:00-02:00, Fr-Su 12:00-02:00"
"440139668","Pearl Bar","amenity","bar","traditional","Washington Avenue","4216","Houston",NA,"TX",NA,NA,NA,NA,NA
"441372886","Clutch Bar","amenity","bar","traditional","Washington Avenue","5334",NA,NA,NA,NA,NA,NA,NA,NA
"520045703","Heartbreaker's","amenity","bar","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520328448","18th St Pier, Bar & Grill","amenity","bar","traditional","18th Street","101","San Leon","77539","TX",NA,NA,NA,NA,NA
"520804434","Ronnie's","amenity","bar","traditional","Fm 517 Road East","4355","Dickinson","77539","TX",NA,NA,NA,NA,NA
"520807529","Pelicans Bar","amenity","bar","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521043021","Wayno's Bar","amenity","bar","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538797313","Playground","amenity","bar","traditional","Main Street","2415","Houston",NA,NA,NA,NA,NA,NA,NA
"562307490","Ladybird's","amenity","bar","traditional","Allen Street","5519","Houston","77007","TX","+1-713-393-7647",NA,"http://www.ladybirdsbar.com",NA,"Tu-Th 16:00-24:00, Fr 15:00-02:00, Sa 11:00-02:00, Su 11:00-22:00"
"588858664","Grand Prize Bar","amenity","bar","traditional","Banks Street","1010","Houston","77006","TX","+1 713 526 4565",NA,NA,NA,"Mo-Su 16:00-02:00"
"688200623","Under the Volcano","amenity","bar","traditional","Bissonnet Street","2349","Houston","77005","TX","+1-713-526-5282",NA,NA,NA,"Mo-Th 14:00-01:00; Fr-Sa 14:00-02:00; Su 10:00-01:00"
"689410858","Concrete Cowboy","amenity","bar","traditional","Washington Avenue","5317",NA,NA,NA,NA,NA,NA,NA,NA
"689410859","Kung Fu Saloon","amenity","bar","traditional","Washington Avenue","5317","Houston",NA,"TX",NA,NA,NA,NA,NA
"690885268","Belle Station","amenity","bar","traditional","Gray Street","207","Houston","77002","TX",NA,NA,NA,NA,NA
"690885272","Komodo Pub","amenity","bar","traditional","Baldwin Street","2004","Houston","77002","TX","+1-713-655-1501",NA,NA,NA,"Mo-Fr 14:00-02:00, Sa-Su 12:00-02:00"
"817882854","Rusty's Dugout","amenity","bar","traditional","Lake Road","2228","La Marque","77568","TX",NA,NA,NA,NA,NA
"832383846","Boheme","amenity","bar","traditional","Fairview Street","307","Houston","77006","TX","+1-713-529-1099",NA,"https://www.barboheme.com/",NA,"Mo-We 16:00-24:00, Th 16:00-02:00, Fr 12:00-02:00, Sa 11:00-02:00, Su 11:00-24:00"
"834381180","PJ's Sports Bar","amenity","bar","traditional","West Gray Street","614",NA,NA,"TX",NA,NA,NA,NA,NA
"902286322","Lola's Depot","amenity","bar","traditional","Grant Street","2327","Houston","77006","TX",NA,NA,NA,NA,NA
"902286331","Crocker","amenity","bar","traditional","Crocker Street","2312","Houston","77006","TX",NA,NA,NA,NA,NA
"902286440","Love Buzz","amenity","bar","traditional","Westheimer Road","412","Houston","77006","TX","+1-713-521-2899",NA,"https://lovebuzzpizza.com/",NA,NA
"902286465","Eagle Houston","amenity","bar","traditional","Hyde Park Boulevard","611","Houston","77006","TX",NA,NA,"http://www.houstoneagle.com/",NA,NA
"902288347","Catbirds","amenity","bar","traditional","Westheimer Road","1336","Houston","77006","TX","+1 713 523 8000",NA,"https://www.catbirds.com/",NA,"Mo-Su 15:00-02:00"
"902288503","Anvil Bar & Refuge","amenity","bar","traditional","Westheimer Road","1424","Houston","77006","TX","+1 713 523 1622",NA,"https://www.anvilhouston.com/",NA,"Mo-Su 16:00-02:00"
"958710561","Bobcat Teddy's Ice House","amenity","bar","traditional","White Oak Drive","2803","Houston",NA,"TX",NA,NA,NA,NA,NA
"964858942","Prohibition 52","amenity","bar","traditional","Bradford Avenue","609","Kemah","77565","TX",NA,NA,NA,NA,NA
"1010649677","Azuza","amenity","bar","traditional","Washington Avenue","4115","Houston","77007","TX","+18324435781",NA,NA,NA,"Mo-Sa 19:00-02:00, Su 12:00-24:00"
"1011593535","Marquis II","amenity","bar","traditional","Bissonnet Street","2631","Houston",NA,"TX",NA,NA,NA,NA,"Mo-Fr 14:00-26:00; Sa 16:00-26:00"
"1022703678","Better Luck Tomorrow","amenity","bar","traditional","Yale Street","544","Houston","77007",NA,NA,NA,NA,NA,NA
"1053424312","Grace Pizza and Shakes","amenity","bar","traditional","Studewood Street","801","Houston","77007","TX","+1 281 888 7031",NA,"https://gracepizzaandshakes.com/locations/heights-texas/",NA,"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-21:00"
"1087621747","Mutiny Wine Room","amenity","bar","traditional","Usener Street","1124","Houston","77009","TX",NA,NA,"https://www.mutinywineroom.com/",NA,"Tu-Fr 16:00-22:00; Sa 14:00-22:00; Su 14:00 - 21:00"
"1088262141","Little Woodrow's","amenity","bar","traditional","Morningside Drive","5611","Houston","77005","TX","+1-713-521-2337",NA,"https://littlewoodrows.com/watering-holes/houston/rice-village/",NA,"Mo-We 15:00-02:00, Th-Fr 14:00-02:00, Sa-Su 12:00-02:00"
"1096168175","Post Oak Daiquiri","amenity","bar","traditional","South Post Oak Road","11102","Houston",NA,"TX",NA,NA,NA,NA,NA
"1188404326","Cabo","amenity","bar","traditional","East NASA Parkway","2513","Seabrook","77586","TX",NA,NA,NA,NA,"Mo-Fr 14:00-02:00; Sa-Su 11:00-02:00"
"1188652798","Jackie's Bar & Grill","amenity","bar","traditional","Marina Bay Drive","1053","Kemah","77565","TX",NA,NA,"https://jackiesbarandgrill.com/",NA,"Mo-We 11:00-22:00; Th 11:00-23:00; Fr 11:00-01:00; Sa 10:00-01:00; Su 10:00-22:00"
"1189023146","Murphy's On Main","amenity","bar","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276232346","Sante Lounge","amenity","bar","traditional","Richmond Avenue","2309","Houston","77098","TX","+17137660444",NA,"https://santehtx.com/",NA,NA
"912088383","Ron's Pub and White Horse Inn","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009805788","The Leaf Pub","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563343283","Molly's Pub","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568651897","Flying Saucer Draught Emporium","amenity","pub","traditional","Main Street","705","Houston","77002","TX","+1-713-228-9472",NA,"http://www.beerknurd.com/locations/houston-flying-saucer",NA,"Mo-We 11:00-01:00, Th-Fr 11:00-02:00, Sa 11:00-02:00, Su 11:00-24:00"
"1684173414","Rudyards British Pub","amenity","pub","traditional","Waugh Drive","2010","Houston","77006","TX","+1-713-521-0521",NA,"http://www.rudyardspub.com/",NA,"Mo-Su 11:30-02:00"
"3739869764","Brewingz","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3810831241","Boondoggle's","amenity","pub","traditional","East NASA Parkway","4106","El Lago","77586","TX","+1 281 326 2739",NA,"https://www.boondogglespub.com/",NA,"Mo-Th 11:00-23:00, Fr-Sa 11:00-24:00, Su 10:00-23:00"
"3810831255","The Cock & Bull British Pub","amenity","pub","traditional","East NASA Parkway","3659","Seabrook","77586","TX",NA,NA,"http://thecockandbullbritishpub.com/",NA,NA
"3810832065","Sam's Boat","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,"https://www.samsboat.com/locations/seabrook/",NA,NA
"4040988396","Darwin's Pub","amenity","pub","traditional","Waugh Drive","33","Houston","77007","TX","+1-832-940-2420",NA,"https://darwinspubhtx.com/",NA,"Mo-Sa 15:00-02:00; Su 17:00-02:00"
"4469127876","Nobi Public House","amenity","pub","traditional","NASA Parkway","241","Webster","77598","TX","+1 832 932 5111",NA,"https://nobipub.com/",NA,"Mo-Th 11:00-23:00, Fr-Sa 11:00-24:00, Su 12:00-22:00"
"5189272900","The Gorgeous Gael","amenity","pub","traditional","Morningside Drive","5555","Houston","77005","TX","+1-832-667-8321",NA,"https://www.thegorgeousgael.com/",NA,"Su-Mo 11:00-24:00, Tu-Sa 11:00-02:00"
"5190926002","Texas Beer Refinery Taproom","amenity","pub","traditional","Dickinson Avenue","2709","Dickinson","77539","TX","+1 832 779 1221",NA,"https://www.texasbeerrefinery.com/",NA,"Mo-Th 17:00-22:00, Fr-Sa 12:00-24:00, Su 12:00-22:00"
"5218724918","Penny Whistle Pub","amenity","pub","traditional","Richmond Avenue","1625","Houston","77006","TX","+1-713-528-7827",NA,NA,NA,"Mo-Su 15:00-02:00"
"6013601488","Brews Brothers","amenity","pub","traditional","The Strand","2404","Galveston","77550","TX","+1 409 763 2739",NA,"https://www.facebook.com/brewsbrothersgalveston",NA,"Mo-Su 11:00-02:00"
"6802251985","Beer Market","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7090061091","Scott Gertner's Rhythm Room","amenity","pub","traditional","Memorial Drive","5535G","Houston",NA,"TX",NA,NA,"https://scottgertnermusic.com/",NA,"We,Th,Su 17:30-23:00+; Fr,Sa 19:00-24:00+"
"7122288481","The Railyard","amenity","pub","traditional","San Felipe Street","4200",NA,NA,NA,NA,NA,NA,NA,NA
"7170018585","Wild West","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8436133117","Valhalla","amenity","pub","traditional",NA,NA,NA,NA,NA,"+1-713-348-3258",NA,"https://valhalla.rice.edu/",NA,"Sa closed ""closed except for private parties""; Mo-Fr 11:30-13:00,16:00-02:00, Su 19:00-24:00"
"9111628781","Pitch 25","amenity","pub","traditional","Walker Street","2120","Houston",NA,"TX",NA,NA,NA,NA,NA
"9547599152","Pimlico","amenity","pub","traditional","Waugh Drive","810","Houston","77019","TX",NA,NA,NA,NA,NA
"9723920977","Whiskey Cake","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9980891676","Hunters Pub","amenity","pub","traditional","South Post Oak Road","10549","Houston","77035","TX","+1-713-283-5333",NA,NA,NA,NA
"10877120709","O'Malley's Stage Door","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11002559527","Baja Cantina","amenity","pub","traditional","Highway 6","3145","Hitchcock",NA,"TX",NA,NA,NA,NA,NA
"11296484990","On The Kirb","amenity","pub","traditional","Bagby Street","2521",NA,NA,NA,NA,NA,NA,NA,NA
"11458656188","Molly's Pub","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428095785","George","amenity","pub","traditional","Fairview Street","617","Houston","77006","TX",NA,NA,NA,NA,NA
"438715952","Henderson Heights Pub","amenity","pub","traditional","Henderson Street","908","Houston","77007","TX","+1 713 714 8367",NA,"http://hendersonheightstx.com",NA,"Su-We 12:00-24:00; Th-Sa 12:00-26:00"
"440139709","Underdogs Pub","amenity","pub","traditional","Washington Avenue","4212","Houston",NA,"TX",NA,NA,NA,NA,NA
"440139759","Porch Swing Pub","amenity","pub","traditional","Heights Boulevard","69","Houston","77007","TX",NA,NA,NA,NA,"Su-We 11:00-24:00, Th-Sa 11:00-02:00"
"472161989","Brew Station","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520282169","Lost & Found","amenity","pub","traditional","West Gray Street","160","Houston",NA,"TX","+1 832 649 3050",NA,"https://www.lostandfoundmidtown.com/",NA,"Mo-Th 12:00-24:00; Fr 12:00-26:00; Sa 11:00-26:00; Su 11:00-23:00"
"589020888","The New Potato","amenity","pub","traditional","Clinton Drive","3519","Houston","77020","TX",NA,NA,NA,NA,"Mo-Sa 17:00-26:00; Su 11:00-26:00"
"620655862","The Roost","amenity","pub","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834381173","Cecil's Pub","amenity","pub","traditional","West Gray Street","600",NA,NA,"TX",NA,NA,NA,NA,NA
"846944293","McGonigel's Mucky Duck","amenity","pub","traditional","Norfolk Street","2425","Houston","77098","TX","+1 713 528 5999",NA,"https://www.mcgonigels.com",NA,"Mo-Sa 11:00-02:00"
"878034128","CHEERS Pub","amenity","pub","traditional","North Friendswood Drive","502","Friendswood","77546","TX",NA,NA,NA,NA,"Mo-Sa 17:00-24:00"
"1023522368","The Richmond Arms Pub","amenity","pub","traditional","Richmond Avenue","5920","Houston","77057","TX","+1 713-784-7722",NA,NA,NA,"Mo-Su 11:00-02:00"
"1031902291","Gristworkz","amenity","pub","traditional","Chapman Street","1504",NA,NA,NA,NA,NA,NA,NA,"Mo-We 16:00-22:00; Th 16:00-24:00; Fr-Sa 11:00-24:00; Su 11:00-20:00"
"1067513862","Little Woodrows","amenity","pub","traditional","White Oak Drive","2631","Houston","77009",NA,NA,NA,NA,NA,NA
"1085222346","Capone's Oven & Bar","amenity","pub","traditional","Richmond Avenue","2303","Houston","77098","TX","+1-832-767-1794",NA,"https://caponestexas.com",NA,"Mo-Tu, Su 11:00-24:00; We-Sa 11:00-02:00"
"1088662847","Bubba's Sports Grill","amenity","pub","traditional","Gulf Freeway","110","Tiki Island",NA,"TX",NA,NA,NA,NA,NA
"1103943080","Cozy Corner","amenity","pub","traditional","Burdine Street","11530","Houston","77035","TX","+1-713-723-4048",NA,NA,NA,"Mo-Sa 11:00-02:00; Su 12:00-02:00"
"1257211031","Bogie's Pub & Grill","amenity","pub","traditional","West Broadway Street","9330",NA,NA,NA,NA,NA,NA,NA,NA
"1325582630","Tipsy Tavern","amenity","pub","traditional","South Post Oak Road","10400","Houston","77035","TX","+1-713-485-6357",NA,"https://www.tipsytaverntx.com/",NA,"16:00-02:00"
"1073161100","Valero","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740643910","Express Lane","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609618782","Korner Food Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684468270","Quik Stop Market","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690389972","Market at Cougar Village","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710968650","James Food Store","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3724630225","Sunny's Food Store","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789345294","Food & Go","shop","convenience","traditional","Polk Street","4218","Houston","77023",NA,NA,NA,NA,NA,NA
"3797613682","Super K Food Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3817963797","Pak-A-Sak Grocery","shop","convenience","traditional","Lawndale Street","5601","Houston",NA,"TX",NA,NA,NA,NA,NA
"3821283644","Shell","shop","convenience","traditional","Griggs Road","6955","Houston",NA,"TX",NA,NA,NA,NA,NA
"3830978578","King Dollar","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4634930192","Corner Store","shop","convenience","traditional","East NASA Parkway","3324","Seabrook","77586","TX",NA,NA,NA,NA,NA
"4818782462","Sunny's","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4987395374","Hope Village Food Store","shop","convenience","traditional","Hope Village Road","15811","Friendswood","77546","TX",NA,NA,NA,NA,"Mo-Su 06:00-23:00"
"5370659648","Food Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5865442526","Sunrise Super Stop","shop","convenience","traditional","Richmond Avenue","3760","Houston","77027","TX",NA,NA,NA,NA,NA
"6080962573","Briargrove Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6237084549","Bay Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6781638960","Shell","shop","convenience","traditional","West Holcombe Boulevard","2540","Houston",NA,"TX",NA,NA,NA,NA,NA
"6886516486","AZ Food Mart","shop","convenience","traditional","Westheimer Road","1756","Houston",NA,"TX",NA,NA,NA,NA,NA
"7152472134","Super K","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7919783395","Mid-Town Food Mart","shop","convenience","traditional","Washington Avenue","4620","Houston","77007","TX",NA,NA,NA,NA,NA
"8925195590","Speedway","shop","convenience","traditional","Texas Avenue","2501","Texas City","77590","TX",NA,NA,NA,NA,"24/7"
"8986247015","Timewise","shop","convenience","traditional","Lockwood Drive","511","Houston",NA,"TX",NA,NA,NA,NA,"24/7"
"9100306876","Super K Food Store","shop","convenience","traditional","South Shepherd Drive","1903","Houston",NA,"TX",NA,NA,NA,NA,NA
"9100319509","Shell","shop","convenience","traditional","Katy Freeway","3423","Houston",NA,"TX",NA,NA,NA,NA,NA
"9432359577","Falcon Express","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9461721541","Amigo","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9671257144","El Dorado Food Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9736154663","Stop & Shop","shop","convenience","traditional","West Gray Street","702","Houston",NA,"TX",NA,NA,NA,NA,NA
"9741281563","Holland Food Mart","shop","convenience","traditional","Holland Avenue","1601","Houston",NA,"TX",NA,NA,NA,NA,NA
"9748078235","OST Food Store","shop","convenience","traditional","Old Spanish Trail","3821","Houston",NA,"TX",NA,NA,NA,NA,NA
"9826739448","Star Stop","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9925929621","Star Stop","shop","convenience","traditional","Katy Freeway","5333",NA,NA,NA,NA,NA,NA,NA,NA
"9950034587","S Avenue Food Store","shop","convenience","traditional","Avenue S","5704",NA,NA,NA,NA,NA,NA,NA,NA
"9950235894","Cruise Plaza Food Store","shop","convenience","traditional","19th Street","112",NA,NA,NA,NA,NA,NA,NA,NA
"9973550972","Fuel Depot","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9973588888","Ocean 13","shop","convenience","traditional","61st Street","1817",NA,NA,NA,NA,NA,NA,NA,NA
"9973640846","Checkpoint","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10055088416","Super K Food Store","shop","convenience","traditional","Washington Avenue","6111",NA,NA,NA,NA,NA,NA,NA,NA
"10080967731","Time Saver Gas & Grocery","shop","convenience","traditional","Almeda-Genoa Road","11211","Houston",NA,"TX",NA,NA,NA,NA,"24/7"
"10159939644","Time Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10187245739","Winner's Corner","shop","convenience","traditional","Alabama Street","1025",NA,NA,NA,NA,NA,NA,NA,"Mo-Th 06:00-22:30; Fr 06:00-23:30; Sa 06:30-23:30; Su 08:00-22:00"
"10566702966","Hollywood Food & Cigars","shop","convenience","traditional","Westheimer Road","1660","Houston",NA,"TX",NA,NA,NA,NA,NA
"10731739648","Midtown Food Store","shop","convenience","traditional","Bagby Street","2313",NA,NA,NA,NA,NA,NA,NA,NA
"10742475963","Midtown Market","shop","convenience","traditional","Gray Street","218","Houston","77002","TX",NA,NA,NA,NA,NA
"10925049423","Quik Food Store","shop","convenience","traditional","Lathrop Street","1102",NA,NA,NA,NA,NA,NA,NA,NA
"10925064121","Pemex","shop","convenience","traditional","Kress Street","747",NA,NA,NA,NA,NA,NA,NA,"24/7"
"11016540491","Palm Express","shop","convenience","traditional","North Airline Road","4322",NA,NA,NA,NA,NA,NA,NA,NA
"11062709736","Arnyn's","shop","convenience","traditional","FM 1462","2390",NA,NA,NA,NA,NA,NA,NA,"24/7"
"11062720010","Fastrac","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11062726901","Swingby","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11164389389","Dude Stop","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429370465","24 Seven","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454586781","Fannin Food Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11512450240","Star Stop","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11840435981","timewise","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11897816735","Fuelwise","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11897868411","Fast Break","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11942958888","Diamond Express","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11948307694","Best Stop","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12011185690","Express Fuel","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/7"
"12021402084","Downtown Convenience Store","shop","convenience","traditional","Prairie Street","914",NA,NA,NA,NA,NA,NA,NA,NA
"12109356099","One Stop","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12128877162","Love's","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12128887294","Pat's Travel Center","shop","convenience","traditional","State Highway 146 North","902",NA,NA,NA,NA,NA,NA,NA,NA
"12164999675","Flying J","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12176023416","Primetime","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/7"
"12206297327","Drop-In","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12223106420","Texas Truck Stop","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12328394418","Buc-ee's","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12489805454","Diamond Food Mart","shop","convenience","traditional","East Freeway","16121",NA,NA,NA,NA,NA,NA,NA,NA
"12535368395","Circle K","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12657475624","Circle K","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44504148","Long Sing Supermarket","shop","convenience","traditional",NA,NA,"Houston",NA,"TX",NA,NA,NA,NA,NA
"170283626","Food Mart","shop","convenience","traditional","San Felipe Street","4423","Houston","77027","TX",NA,NA,NA,NA,NA
"182185601","Icebox","shop","convenience","traditional","Louisiana Street","2222","Houston",NA,"TX",NA,NA,NA,NA,"24/7"
"183905011","Danny's Market","shop","convenience","traditional","Washington Avenue","6633",NA,"77007-2121",NA,NA,NA,NA,NA,NA
"206476711","Q Mart","shop","convenience","traditional","Beechnut Street","4702","Houston",NA,"TX",NA,NA,NA,NA,NA
"210442587","Super Noodle Company","shop","convenience","traditional","Polk Street","2212","Houston",NA,"TX",NA,NA,NA,NA,NA
"312638532","Checkout","shop","convenience","traditional","Washington Avenue","2802","Houston",NA,"TX",NA,NA,NA,NA,"24/7"
"317813943","7-Eleven","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,"https://www.7-eleven.com/locations/tx/houston/4615-san-jacinto-st-41281",NA
"317870038","CheckPoint","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342473842","Honey Farms","shop","convenience","traditional","South Shepherd Drive","2525","Houston",NA,"TX",NA,NA,NA,NA,NA
"358944130","Pak's Corner Store","shop","convenience","traditional","West Alabama Street","301","Houston","77006","TX",NA,NA,NA,NA,NA
"364286381","BMB Food Store","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364548325","Express Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364548326","Houston Food Mart","shop","convenience","traditional","Scott Street","3014","Houston",NA,"TX",NA,NA,NA,NA,NA
"364600986","Twee's Corner Food Store","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364703963","C D Markets","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364722247","Sunrise Supermarket","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365364093","Cougar Xpress Mini Market","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367144912","Eddy Lim Market","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368086074","Buc-ee's","shop","convenience","traditional","Shadow Creek Parkway","11151","Pearland","77584","TX",NA,NA,NA,NA,NA
"371764581","Circle K","shop","convenience","traditional","Memorial Drive","5802",NA,NA,NA,NA,NA,NA,NA,NA
"371764582","Shell Food Mart","shop","convenience","traditional","Memorial Drive","5603",NA,NA,NA,NA,NA,NA,NA,"24/7"
"372527597","Star Shop #15","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/7"
"374886003","King Fuels","shop","convenience","traditional","Hamilton Street","2100",NA,NA,NA,NA,NA,NA,NA,NA
"375100362","Corner Food Mart","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375100363","Cuney Super Market","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375640156","Icebox","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376270507","Clutch City","shop","convenience","traditional","Leeland Street","2406","Houston",NA,"TX",NA,NA,NA,NA,NA
"377309507","Griggs Food Mart","shop","convenience","traditional","Griggs Road","6303","Houston",NA,"TX",NA,NA,NA,NA,NA
"377309509","Gulf","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378373563","Circle K","shop","convenience","traditional","South Wayside Drive","730",NA,NA,NA,NA,NA,NA,NA,NA
"378382845","H-K Food Store","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378413477","S & O Grocery","shop","convenience","traditional","Telephone Road","1001","Houston","77023","TX",NA,NA,NA,NA,NA
"378711666","Handi Plus","shop","convenience","traditional","Lawndale Street","7028","Houston",NA,"TX",NA,NA,NA,NA,NA
"378941001","Circle K","shop","convenience","traditional","Lawndale Street","7129","Houston",NA,"TX",NA,NA,NA,NA,NA
"387411315","Shell","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387950822","Shell","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396670581","Handi Stop","shop","convenience","traditional","East Freeway","8101","Houston",NA,"TX",NA,NA,NA,NA,"24/7"
"404986382","Walgreens","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425632237","Shell","shop","convenience","traditional","Richmond Avenue","920","Houston","77006","TX","+1-713-528-2310",NA,NA,NA,NA
"428095815","Circle K","shop","convenience","traditional","Westheimer Road","926","Houston","77006","TX",NA,NA,NA,NA,NA
"430192949","Buddy's","shop","convenience","traditional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431783297","Circle K","shop","convenience","traditional","North Braeswood Boulevard","5330","Houston",NA,"TX",NA,NA,NA,NA,NA
"437901155","Oscar Food Mart & Deli","shop","convenience","traditional","Houston Avenue","2004","Houston",NA,"TX",NA,NA,NA,NA,NA
